"","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age"
"2988","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"2989","Reading","Computer","Sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(35,45]"
"2990","No reading","No computer","No sport","Walking","No travelling","Playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(65,75]"
"2991","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(45,55]"
"2992","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"2993","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","M","(35,45]"
"2994","No reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","[15,25]"
"2995","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(35,45]"
"2996","No reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(45,55]"
"2997","No reading","Computer","Sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"2998","No reading","No computer","Sport","Walking","No travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(25,35]"
"2999","No reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","[15,25]"
"3000","Reading","No computer","Sport","Walking","No travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(25,35]"
"3001","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","Knitting","No cooking","No fishing","F","(35,45]"
"3002","No reading","No computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(45,55]"
"3003","No reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(55,65]"
"3004","Reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","Fishing","M","(65,75]"
"3005","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(65,75]"
"3006","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(25,35]"
"3007","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","Fishing","M","[15,25]"
"3008","Reading","Computer","No sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"3009","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(55,65]"
"3010","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"3011","Reading","No computer","Sport","Walking","Travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(55,65]"
"3012","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(35,45]"
"3013","No reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"3014","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"3015","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(45,55]"
"3016","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","Fishing","M","(35,45]"
"3017","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","No cooking","No fishing","F","(45,55]"
"3018","Reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(35,45]"
"3019","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(35,45]"
"3020","Reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"3021","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"3022","No reading","Computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","Fishing","M","(25,35]"
"3023","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(75,85]"
"3024","No reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(25,35]"
"3025","No reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(35,45]"
"3026","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(45,55]"
"3027","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(65,75]"
"3028","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"3029","No reading","Computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","[15,25]"
"3030","Reading","Computer","Sport","Walking","Travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","Fishing","M","(35,45]"
"3031","Reading","Computer","Sport","No walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(55,65]"
"3032","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(55,65]"
"3033","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(25,35]"
"3034","Reading","No computer","Sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"3035","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(45,55]"
"3036","Reading","No computer","No sport","Walking","Travelling","Playing music","Volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(45,55]"
"3037","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"3038","Reading","Computer","No sport","No walking","No travelling","No playing music","Volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
